target,top_score,is_solved,number_of_solved_routes,is_solved_01
O=C(NCCS)C1=CCC(C2CCCN(C3=CNC=CC3)C2)CC1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(N3C=CCC=C3)C2)CC1,0.725947071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(S(=O)(=O)O)C2)CC1,0.773447071,FALSE,0,0
C=C(C)N1CCCC(C2CC=C(C(=O)NCCS)CC2)C1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(n3cccnc3=O)C2)CC1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(C(=O)[O-])C2)CC1,0.725947071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(S(=O)(=O)[O-])C2)CC1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(C3=CCCCC3)C2)CC1,0.805113738,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(P(=O)([O-])O)C2)CC1,0.762371294,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(C3CNc4nc[nH]c(=O)c4N3)C2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)C(=O)NO)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(n3c4nc(=O)[nH]c(=O)c-4nc4ccccc43)C2)CC1,0.79403796,FALSE,0,0
O=C(NC(CS)c1ccccc1)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
COC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.658333333,FALSE,0,0
O=C(NC(CS)C1CCNCC1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.658333333,FALSE,0,0
O=C(NC(CS)C1CCCNC1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)N1CCCCC1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(O)CS)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.797626813,FALSE,0,0
O=C(NC(CS)c1ccncc1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)c1ccccn1)C1=CCC(C2CCCNC2)CC1,0.797626813,FALSE,0,0
O=CNCC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
CNC(=O)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
CCC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.797626813,FALSE,0,0
O=C(NC(CS)C(=O)O)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
CC(C)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)c1ccc2ccccc2c1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)c1cccc2ccccc12)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=CNC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.658333333,FALSE,0,0
NC(=O)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
NCC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(c3cncnc3)C2)CC1,0.805113738,FALSE,0,0
CC(=O)N1CCCC(C2CC=C(C(=O)NCCS)CC2)C1,0.805113738,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(c3c[nH]c4ccccc34)C2)CC1,0.7375,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2N2CCCCC2)CC1,0.797626813,FALSE,0,0
CCC1CCNCC1C1CC=C(C(=O)NCCS)CC1,0.785,FALSE,0,0
O=C(NC(CS)c1ccc[nH+]c1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)n1cccn1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
CNC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
O=C(NC(CS)c1cscn1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)c1nc2[nH]cnc2c(=O)[nH]1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(Br)CS)C1=CCC(C2CCCNC2)CC1,0.669886262,FALSE,0,0
O=C(NC(F)CS)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
NC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)[PH](=O)O)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(Cl)CS)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)c1c[nH]c(=O)[nH]c1=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)C1CCOC1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)C1CCCO1)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)n1cnc2cncnc21)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(I)CS)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)c1ccc[nH]1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)c1cc[nH]c1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)C1CCCCC1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)N1CCOCC1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
N=C(N)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)c1nccs1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)C1CCNC1)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
O=C(NC(CS)[SH](=O)=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)C1CCCN1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)N1CCCC1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)c1cn[nH]c1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)c1cc[nH]n1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)c1ccn[nH]1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)c1ccncn1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)c1cncnc1)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)[N+](=O)[O-])C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)C(F)(F)F)C1=CCC(C2CCCNC2)CC1,0.7375,FALSE,0,0
O=C(NC(CS)P(=O)(O)O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(S)CS)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
CC(C)(C)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
CC(=O)NCC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)n1cnc2c(=O)[nH]cnc21)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
C=CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.646780404,FALSE,0,0
O=C(NC(CS)N1CCNCC1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)C1CCOCC1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)C1CC1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)[n+]1ccccc1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)C1CCCOC1)C1=CCC(C2CCCNC2)CC1,0.658333333,FALSE,0,0
O=C(NC(CS)C1CCCCO1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
CC(C)(O)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
N#CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
CC(=O)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
CC(O)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
CC(=O)NC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2[PH](=O)O)CC1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2c2cc[nH]n2)CC1,0.79403796,FALSE,0,0
N#CN1CCCC(C2CC=C(C(=O)NCCS)CC2)C1,0.646780404,FALSE,0,0
O=C(NC(CS)C1=CNC=CC1)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
CC(C)N1CCN(N2CCC(CN)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCCC2n2cccn2)CC1,0.762371294,FALSE,0,0
COC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.718460146,FALSE,0,0
[NH3+]CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
CNC(=O)C1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.805113738,FALSE,0,0
CC(C)N1CCN(N2CCC(F)C2n2cccn2)CC1,0.725947071,FALSE,0,0
CC(C)N1CCN(N2CCC(CNC=O)C2n2cccn2)CC1,0.725947071,FALSE,0,0
CC(C)N1CCN(N2CCC(C(=O)NO)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(C(N)=O)C2n2cccn2)CC1,0.762371294,FALSE,0,0
CC(C)N1CCN(N2CCC(O)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(CO)C2n2cccn2)CC1,0.762371294,FALSE,0,0
CC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(Cl)C2n2cccn2)CC1,0.773447071,FALSE,0,0
N=CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
CNC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(c3cccnc3)C2n2cccn2)CC1,0.816657008,FALSE,0,0
CC(C)N1CCN(N2CCC(NC=O)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(N3CCCCC3)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(N(C)C)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(N)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(c3cccc4ccccc34)C2n2cccn2)CC1,0.79403796,FALSE,0,0
CC(C)N1CCN(N2CCC(c3ccccn3)C2n2cccn2)CC1,0.816657008,FALSE,0,0
CC(C)N1CCN(N2CCC(C=O)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(c3ccc4ccccc4c3)C2n2cccn2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)c1nc2c(c(=O)[nH]1)NCCN2)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
CC(C)N1CCN(N2CCC(C3CCNCC3)C2n2cccn2)CC1,0.79403796,FALSE,0,0
CCC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(c3ccncc3)C2n2cccn2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)c1cc[nH]c(=O)n1)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
CC(C)N1CCN(N2CCC(C(=O)O)C2n2cccn2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)n1ccc(=O)[nH]c1=O)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)N1C=CCC=C1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
C=C(C)C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
O=C(NC(CS)CS)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
CC(C)=CC(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)S(=O)(=O)O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)n1cccnc1=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)C1=CCCCC1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)S(=O)(=O)[O-])C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)C1C=CCCC1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)C1CC=CCC1)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)[PH](=O)[O-])C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
O=C(NC(CS)c1ccc2[nH]c3nc(=O)[nH]c(=O)c-3nc2c1)C1=CCC(C2CCCNC2)CC1,0.718460146,FALSE,0,0
O=C(NC(CS)n1c2nc(=O)[nH]c(=O)c-2nc2ccccc21)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)c1ccc2nc3c(=O)[nH]c(=O)nc-3[nH]c2c1)C1=CCC(C2CCCNC2)CC1,0.714871294,FALSE,0,0
O=C(NC(CS)P(=O)([O-])O)C1=CCC(C2CCCNC2)CC1,0.762371294,FALSE,0,0
C[SH+]C(CS)NC(=O)C1=CCC(C2CCCNC2)CC1,0.725947071,FALSE,0,0
O=C(NC(CS)[NH+]1CCOCC1)C1=CCC(C2CCCNC2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(C3CCCNC3)C2n2cccn2)CC1,0.762371294,FALSE,0,0
CC(C)C1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(C3CCCC3)C2n2cccn2)CC1,0.762371294,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2C2CCOCC2)CC1,0.797626813,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2C2=CNC=CC2)CC1,0.773447071,FALSE,0,0
O=C(NCCS)C1=CCC(C2CCCN(C3CCOCC3)C2)CC1,0.79403796,FALSE,0,0
O=C(NCCS)C1=CCC(C2CNCCC2C2=CCCCC2)CC1,0.765960146,FALSE,0,0
CC(=O)NCC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.79403796,FALSE,0,0
CC(C)N1CCN(N2CCC([SH](=O)=O)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(n3cnc4cncnc43)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(c3nccs3)C2n2cccn2)CC1,0.7375,FALSE,0,0
CC(C)N1CCN(N2CCC([n+]3ccccc3)C2n2cccn2)CC1,0.79403796,FALSE,0,0
CC(C)N1CCN(N2CCC(I)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(n3cccn3)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(=O)NC1CCN(N2CCN(C(C)C)CC2)C1n1cccn1,0.797626813,FALSE,0,0
CC(C)N1CCN(N2CCC(C#N)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(S(N)(=O)=O)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(N3CCCC3)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(P(=O)(O)O)C2n2cccn2)CC1,0.762371294,FALSE,0,0
CC(C)N1CCN(N2CCC(c3cscn3)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(n3cnc4c(=O)[nH]cnc43)C2n2cccn2)CC1,0.797626813,FALSE,0,0
CC(C)N1CCN(N2CCC(C(=N)N)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(CS)C2n2cccn2)CC1,0.762371294,FALSE,0,0
CC(C)N1CCN(N2CCC(S)C2n2cccn2)CC1,0.765960146,FALSE,0,0
CC(C)N1CCN(N2CCC(N3CCOCC3)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(C(F)(F)F)C2n2cccn2)CC1,0.773447071,FALSE,0,0
CC(C)N1CCN(N2CCC(N3CCNCC3)C2n2cccn2)CC1,0.833621294,FALSE,0,0
CC(C)N1CCN(N2CCC(Br)C2n2cccn2)CC1,0.765960146,FALSE,0,0
